0,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088154424279114183479409772581068115661872646896829587805096241366737806145370452397344293584707356391147464926596456302481212245109913192490388322596822192832640753802216487732156229755206544940979107712104893768458604090623073778706659207945059518194906529139956917464177931106451696860839202660117083528757582549427148279196794994603005689132393468107545418236580402469425398715755728935683960760100951307321953285131245697639073190959004110355684447196218152032666234184233
1,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153880652737310846523571215746813749422616683947007574255821988684183694088190944990559087618492055190472027391733220522790045657509350491183546965965788433994334445875764229080632532245787337231770828966039705256478300969866755457378650490896283179309824622141258241090311686508772523757210838074463559384684060766171434938869097993177810791471449778694892321245124620802472814196530041616582507298442921790969319027503710472504601989297137395803660252624749924881871974223
2,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088154182027862932740947217468518531289957827667693850669515294401118062496282481374133935019139531684320007391969273775413899179434198610173742129952254154578405329151008855281551565656570155049859636788119086224170104554894900214118040567363152679747978878779168422581008572568826676243042320680930129127908113792797962661449149584171549200762900362906987286912152589039168073790007176506603775961915382559710141270399534278582299351248520723318774294932998448263390542638563
3,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153027993098581633485983922541269192248700006724257331691057758085480670991374717135830971566224265327995623012838302917216156250006251936884389839017787470827848344142829683337936284690554341838035316412759336392923633231150314670343510817597954549847578253568662010955710994135280079134514160944112084808312647848621546475190260693676502381570805651559851937222566298768933458378017084325693845805661112574347716632767502722869892847563253292313010957541733359656829002263
4,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153346995740438449089416649834690228499608194838145528505519131631438622023376121591347793156282990495339598965336508531356417455211421497042517741624569317945018860895321422562865991808530363611921293216403052157061013067115439538195035247916933815883596418530794536980847834225254007763202897476509767073764314719167931529569508316483772059024219859324809932580821396454364501315020582768261322676774890734712672152263491603159994785412460934530010574060514636147370274369
5,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153132092752054780646499168822639365582793890509104780980079559568732521253001730386785958465336074198376739508043965215341804570958901032444485365974673896127905396456293544697860722483994946245440316605084958027677914778932633860571927897876636525440741758497788691872836721841014929677919483020738467095312551704998388866083320165695309759427511979068995818974117299464174729899363088642141873193778718350957002414833699651887243424930641130688025003446762475702588854393
6,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153747131214727874617556186922113201295716652404169969747413805207300137433641768955963015024641706095145633963683250427730097518330138184399874448782888015915188911964928644932578643488045934022475620410942799109041659510751451725680658714462950582292566081045859381482511764860551744595043584029664049756676173998683853823747914312374040455680491409619279333240216364557151969366620991852120241363390183903033006405862711501421484260300288981119150384083490444215320329947
7,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153859805410041047736243351653502323995568374186021390948138731652922960004523926551296190153581675402657665198068031008079498372559444324296513555639802083372622037112534556061342689852481805906754831000677399412722526757635819660046131757058636199559344587804261199153760118759979608175553435359321097603842772688802411323276244640498716396277508234190152590626996093451890027361279001781187284629457215239299520010676848777097729149791286509368069890149367809171690117023
8,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152587103025343483562792659752821352125395362933396528123727246039398373411071357178223460520571382355023077067468314265675680950360418483489842465906135930846838388200338460514824361976229045764081408252732638938604690306823678312997166960850080862455147983037672625057000412983817697944098393558161944295756635287146339267120746638894525301993026969808438573108472103479163159139477961366285737792105298352031501416758512580456571899284949154363249274194872076530571498651
9,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153957004883766528464610858080135791228755980166033045765418493393824525262986982969435184813482680389558802463395252303328128125469189367098585276037836712648167044379085982528495909695030081601422275311180111455197630737233947833293737848124261093855693104076713052007405746427759265741906753290321521176615396033312985820790424157856807093882126369418849156458707301945592993767420342959414942532142629447425113836549185719816564883564355277885662733609427096945975211517
10,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153253366590201593678991629477381772827266622154499258198912350436382172958729508363535853591955644996921446676763316127082639819264074633848364048965165261637241814692633221915709468182350645041328875226898023233042125804737810303292952028720211273925411214572717735236926958767471328198297763083850604063167876341902601448006918496038115264081165343799695043832443569422656296919498759644517982738651363677120868861793766951606446589332051615023328280965641378737497465667
11,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153739108137909253630114340071293011572057964016628568321668617630420053020886276466606320677452551274146805923601164614996512419247311386477025871980494325239708444174867365643300711123365401643622447077733017015623976069576551194968451402254552154253776422926816089998730376224585579860316970824667335042109914626376853683593931966122864947884564685132558827276842860977194262202389470059932032476484180032188133430511371741281348236303772057626951547653141541331682259867
12,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088154121536247133678938499808154909564146479284663782790063790749450887725439594079865824220711343492207984296296259526435081242441543968522715458273227058257658120030216766394224536333802803985651204035327136414061709793734196023594600908012501153642383282213059276182005781500578619793579156595275172440058189538293611011143792573314563761495793513021160487139641224224503771407929803168466774722474908957055279699452344751476735328291544866668253224995336974508152972570853
13,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088153407711332109470308166571417067452886017206111566380062222899445056722966241272136179210558527962758387013564663915395411311355193298485611896810127982925454571693511654658588037701176035236242989721979548112764081565259995396561561662246158396855453871124096961592075587070514492523415384900869027347466222783806782087572599797478702090240427720492725924922283143598494958876301688504819665988169469486148885426243703286748173979637960800494655158446069719829831881563339
